tt0000067,short,Conjurer Making Ten Hats in Sixty Seconds,Dix chapeaux en 60 secondes,0,1896,\N,\N,"Fantasy,Short"
tt0000068,short,Unloading the Boat,Déchargement de bateaux,0,1896,\N,\N,"Documentary,Short"
tt0000070,short,Demolition of a Wall,Démolition d'un mur,0,1896,\N,1,"Documentary,Short"
tt0000071,short,Automobiles Starting a Race,Départ des automobiles,0,1896,\N,\N,"Short,Sport"
tt0000072,short,Officers of French Army Leaving Service,Départ des officiers,0,1896,\N,\N,Short
tt0000075,short,The Conjuring of a Woman at the House of Robert Houdin,Escamotage d'une dame au théâtre Robert Houdin,0,1896,\N,1,"Horror,Short"
tt0000076,short,Exit of Rip and the Dwarf,Exit of Rip and the Dwarf,0,1896,\N,1,"Drama,Short"
tt0000081,short,Towing a Boat on the River,Les haleurs de bateaux,0,1896,\N,\N,"Documentary,Short"
tt0000082,short,A Hard Wash,A Hard Wash,0,1896,\N,\N,"Comedy,Short"
tt0000086,short,"Beach and Pier at Trouville, 1st part",Jetée et plage de Trouville (1er partie),0,1896,\N,\N,"Documentary,Short"
tt0000087,short,"Beach and Pier at Trouville, 2nd part",Jetée et plage de Trouville (2e partie),0,1896,\N,\N,"Documentary,Short"
tt0000089,short,Leaving Jerusalem by Railway,Départ de Jérusalem en chemin de fer,0,1897,\N,1,"Documentary,Short"
tt0000091,short,The House of the Devil,Le manoir du diable,0,1896,\N,3,"Horror,Short"
tt0000095,short,The Mysterious Paper,Le papier protée,0,1896,\N,\N,Short
tt0000102,short,The Beach at Villiers in a Gale,Plage de Villiers par gros temps,0,1896,\N,\N,Short
tt0000103,short,Smarter than the Teacher,Plus fort que le maître,0,1896,\N,\N,Short
tt0000105,short,The Docks at Marseilles,Les quais à Marseille,0,1896,\N,\N,"Documentary,Short"
tt0000107,short,Naval Review at Cherburg,Revue navale à Cherbourg,0,1896,\N,\N,"Documentary,Short"
tt0000108,short,Rip Leaving Sleepy Hollow,Rip Leaving Sleepy Hollow,0,1896,\N,1,"Drama,Short"
tt0000109,short,Rip Meeting the Dwarf,Rip Meeting the Dwarf,0,1896,\N,1,"Fantasy,Short"
tt0000110,short,Rip Passing Over the Mountain,Rip Passing Over the Mountain,0,1896,\N,1,"Fantasy,Short"
tt0000111,short,Rip's Toast,Rip's Toast,0,1896,\N,1,"Drama,Short"
tt0000112,short,Rip's Toast to Hudson,Rip's Toast to Hudson,0,1896,\N,1,"Fantasy,Short"
tt0000113,short,Rip's Twenty Years' Sleep,Rip's Twenty Years' Sleep,0,1896,\N,0,"Drama,Short"
tt0000114,short,French Regiment Going to the Parade,Le régiment,0,1896,\N,\N,"Documentary,Short"
tt0000119,short,"Rescue on the River, Pt. 2","Sauvetage en rivière, 1er",0,1896,\N,\N,"Documentary,Short"
tt0000120,short,"Rescue on the River, Pt. 1","Sauvetage en rivière, 2e",0,1896,\N,\N,"Documentary,Short"
tt0000121,short,The Soldier's Courtship,The Soldier's Courtship,0,1896,\N,1,"Comedy,Short"
tt0000122,short,Closing Hours at Vibert's Perfume Factory,Sortie des ateliers Vibert,0,1896,\N,\N,"Documentary,Short"
tt0000125,short,The Terrible Railway Accident,The Terrible Railway Accident,0,1896,\N,\N,Short
tt0000126,short,Tom Old Boot,Tom Old Boot,0,1896,\N,\N,Short
tt0000131,short,A Terrible Night,Une nuit terrible,0,1896,\N,1,"Comedy,Horror,Short"
tt0000132,short,Card Party,Une partie de cartes,0,1896,\N,1,"Biography,Short"
tt0000134,short,The Wandering Negro Minstrels,The Wandering Negro Minstrels,0,1896,\N,\N,"Music,Short"
tt0000135,short,A Watermelon Feast,A Watermelon Feast,0,1896,\N,\N,"Documentary,Short"
tt0000138,short,The Bewitched Inn,L'auberge ensorcelée,0,1897,\N,2,"Comedy,Horror,Short"
tt0000142,short,Buffalo Bill and Escort,Buffalo Bill and Escort,0,1897,\N,\N,"News,Short"
tt0000147,movie,The Corbett-Fitzsimmons Fight,The Corbett-Fitzsimmons Fight,0,1897,\N,100,"Documentary,News,Sport"
tt0000149,short,Behind the Scenes,Dans les coulisses,0,1897,\N,\N,"Comedy,Short"
tt0000152,short,The Hallucinated Alchemist,L'hallucination de l'alchimiste,0,1897,\N,2,"Fantasy,Horror,Short"
tt0000153,short,The Haunted Castle,The Haunted Castle,0,1897,\N,1,"Horror,Short"
tt0000154,short,Henley Regatta,Henley Regatta,0,1897,\N,\N,"News,Short,Sport"
tt0000155,short,The Hypnotist at Work,Le magnétiseur,0,1897,\N,\N,Short
tt0000158,short,Idylle interrompue,Idylle interrompue,0,1897,\N,\N,"Comedy,Short"
tt0000159,short,The Devil's Laboratory,Le cabinet de Méphistophélès,0,1897,\N,1,"Horror,Short"
tt0000160,short,The Last Days of Pompeii,The Last Days of Pompeii,0,1900,\N,\N,"Drama,Short"
tt0000170,short,The Twins' Tea Party,The Twins' Tea Party,0,1896,\N,1,"Comedy,Short"
tt0000172,short,The X-Ray Fiend,The X-Ray Fiend,0,1897,\N,1,"Comedy,Horror,Short"
tt0000177,short,The Burglar on the Roof,The Burglar on the Roof,0,1898,\N,1,"Crime,Short"
tt0000178,short,The Cavalier's Dream,The Cavalier's Dream,0,1898,\N,1,"Horror,Short"
tt0000179,short,The Cave of the Demons,The Cave of the Demons,0,1898,\N,\N,"Horror,Short"
tt0000183,short,The Corsican Brothers,The Corsican Brothers,0,1898,\N,\N,"Drama,Short"
tt0000184,short,Cripple Creek Bar-Room Scene,Cripple Creek Bar-Room Scene,0,1899,\N,1,"Short,Western"
tt0000188,short,The Deserter,The Deserter,0,1898,\N,\N,"Drama,Short"
tt0000194,short,Express Train on a Railway Cutting,Express Train on a Railway Cutting,0,1898,\N,\N,"Documentary,Short"
tt0000196,short,Faust and Mephistopheles,Faust and Mephistopheles,0,1898,\N,\N,"Fantasy,Short"
tt0000199,short,Glasgow Fire Engine,Glasgow Fire Engine,0,1898,\N,\N,Short
tt0000201,short,Indian War Council,Indian War Council,0,1898,\N,\N,"News,Short"
tt0000208,short,The Miller and Chimney Sweep,The Miller and the Sweep,0,1897,\N,1,"Comedy,Short"
tt0000209,short,Photographing a Ghost,Photographing a Ghost,0,1898,\N,\N,"Horror,Short"
tt0000210,short,A Novice at X-rays,Les rayons Röntgen,0,1898,\N,1,Short
tt0000211,short,"The Astronomer's Dream; or, the Man in the Moon",La lune à un mètre,0,1898,\N,3,"Comedy,Fantasy,Horror"
tt0000214,short,Tearing Down the Spanish Flag,Tearing Down the Spanish Flag,0,1898,\N,\N,"Short,War"
tt0000217,short,Waves and Spray,Waves and Spray,0,1898,\N,\N,Short
tt0000219,short,Aladdin and the Wonderful Lamp,Aladdin and the Wonderful Lamp,0,1899,\N,\N,"Fantasy,Short"
tt0000220,short,The Artist and the Flower Girl,The Artist and the Flower Girl,0,1901,\N,\N,"Romance,Short"
tt0000225,short,Beauty and the Beast,La belle et la bête,0,1899,\N,\N,"Family,Fantasy,Romance"
tt0000226,short,Boat Race,Boat Race,0,1899,\N,\N,Short
tt0000227,short,Bombardment of Mafeking,Bombardment of Mafeking,0,1899,\N,\N,"Drama,Short,War"
tt0000228,short,La bonne absinthe,La bonne absinthe,0,1899,\N,1,Short
tt0000229,short,Casey at the Bat,Casey at the Bat,0,1899,\N,1,"Short,Sport"
tt0000231,short,Portuguese Railway Train,Portuguese Railway Train,0,1896,\N,1,"Documentary,Short"
tt0000235,short,Haggard's She: The Pillar of Fire,La colonne de feu,0,1899,\N,1,"Adventure,Fantasy,Horror"
tt0000240,short,Distributing a War Extra,Distributing a War Extra,0,1899,\N,1,"Documentary,Short"
tt0000242,short,The Sign of the Cross,Le diable au couvent,0,1899,\N,3,"Fantasy,Horror,Short"
tt0000245,short,The Haunted House,The Haunted House,0,1899,\N,\N,"Comedy,Fantasy,Horror"
tt0000246,short,A Turn of the Century Illusionist,L'impressionniste fin de siècle,0,1899,\N,1,"Fantasy,Short"
tt0000248,short,A Kiss in the Tunnel,The Kiss in the Tunnel,0,1899,\N,1,"Comedy,Romance,Short"
tt0000249,short,The Legacy,The Legacy,0,1899,\N,\N,Short
tt0000251,short,Matches: An Appeal,Matches: An Appeal,0,1899,\N,1,"Animation,Short"
tt0000253,short,The Miser's Doom,The Miser's Doom,0,1899,\N,\N,"Horror,Short"
tt0000256,short,Panorama from the Tower of the Brooklyn Bridge,Panorama from the Tower of the Brooklyn Bridge,0,1899,\N,\N,"Documentary,Short"
tt0000260,short,Transformations,Transformations,0,1899,\N,\N,"Comedy,Short"
tt0000264,short,Summoning the Spirits,Évocation spirite,0,1899,\N,1,"Fantasy,Horror,Short"
tt0000265,short,Above the Limit,Above the Limit,0,1900,\N,\N,"Comedy,Short"
tt0000266,short,Above the Speedway,Above the Speedway,0,1900,\N,\N,"Documentary,Short"
tt0000269,short,"Army Life; or, How Soldiers Are Made: Mounted Infantry",Army Life,0,1900,\N,\N,"Documentary,Short"
tt0000272,short,As Seen Through a Telescope,As Seen Through a Telescope,0,1900,\N,1,"Comedy,Short"
tt0000273,short,Attack on a China Mission,Attack on a China Mission,0,1900,\N,4,"Action,Crime,Drama"
tt0000278,short,Buffalo Bill's Show Parade,Buffalo Bill's Show Parade,0,1900,\N,\N,Short
tt0000279,short,Buffalo Bill's Wild West Parade,Buffalo Bill's Wild West Parade,0,1900,\N,\N,"News,Short"
tt0000280,short,Buffalo Bill's Wild West Parade,Buffalo Bill's Wild West Parade,0,1900,\N,\N,"News,Short"
tt0000281,short,Buffalo Bill's Wild West Show,Buffalo Bill's Wild West Show,0,1900,\N,\N,"News,Short"
tt0000287,short,The Clown and the Alchemist,The Clown and the Alchemist,0,1900,\N,1,"Comedy,Fantasy,Short"
tt0000300,short,The Enchanted Drawing,The Enchanted Drawing,0,1900,\N,2,"Animation,Comedy,Fantasy"
tt0000301,short,Faust and Marguerite,Faust and Marguerite,0,1900,\N,1,"Fantasy,Horror,Short"
tt0000304,short,Grandma's Reading Glass,Grandma's Reading Glass,0,1900,\N,2,"Family,Short"
tt0000308,short,The House That Jack Built,The House That Jack Built,0,1900,\N,1,Short
tt0000309,short,How It Feels to Be Run Over,How It Feels to Be Run Over,0,1900,\N,1,"Comedy,Short"
tt0000310,short,Chimmie Hicks and the Rum Omelet,Chimmie Hicks and the Rum Omelet,0,1900,\N,\N,"Comedy,Short"
tt0000321,short,The Mystic Swing,The Mystic Swing,0,1900,\N,1,"Fantasy,Short"
tt0000335,short,Soldiers of the Cross,Soldiers of the Cross,0,1900,\N,40,"Biography,Drama,Short"
tt0000337,short,Spanish Bullfight,Spanish Bullfight,0,1900,\N,1,"Short,Sport"
tt0000340,short,Uncle Josh in a Spooky Hotel,Uncle Josh in a Spooky Hotel,0,1900,\N,1,"Comedy,Fantasy,Short"
tt0000341,short,Uncle Josh's Nightmare,Uncle Josh's Nightmare,0,1900,\N,2,"Comedy,Fantasy,Short"
tt0000346,short,Another Job for the Undertaker,Another Job for the Undertaker,0,1901,\N,2,"Comedy,Short"
tt0000347,short,Buffalo Bill's Wild West Parade,Buffalo Bill's Wild West Parade,0,1901,\N,2,"Documentary,News,Short"
tt0000348,short,Charmant froufrou,Charmant froufrou,0,1901,\N,\N,Short
tt0000349,short,"What Came Out of the Cheese; or, The Lilliputians in a New York Restaurant","The Cheese Mites, or Lilliputians in a London Restaurant",0,1901,\N,1,"Comedy,Short"
tt0000350,short,The Countryman's First Sight of the Animated Pictures,The Countryman and the Cinematograph,0,1901,\N,1,"Comedy,Short"
tt0000352,short,Day at the Circus,Day at the Circus,0,1901,\N,2,"Documentary,Short"
tt0000353,short,Execution of Czolgosz with Panorama of Auburn Prison,Execution of Czolgosz with Panorama of Auburn Prison,0,1901,\N,4,"Drama,History,Short"
tt0000355,short,Fire!,Fire!,0,1901,\N,5,"Action,Drama,Short"
tt0000357,short,The Haunted Curiosity Shop,The Haunted Curiosity Shop,0,1901,\N,2,"Comedy,Fantasy,Horror"
tt0000358,short,History of a Crime,Histoire d'un crime,0,1901,\N,5,"Crime,Drama,Short"
tt0000359,short,The India Rubber Head,L'homme à la tête en caoutchouc,0,1901,\N,3,"Comedy,Fantasy,Short"
tt0000363,short,Magical Sword,The Magic Sword,0,1901,\N,2,"Fantasy,Romance,Short"
tt0000364,short,Panorama of Esplanade by Night,Panorama of Esplanade by Night,0,1901,\N,1,"Documentary,Short"
tt0000368,short,Little Red Riding Hood,Le petit chaperon rouge,0,1901,\N,\N,"Fantasy,Short"
tt0000369,short,A Road for Children's Bicycles in Barcelona,Pista de bicicletas para niños en Barcelona,0,1901,\N,3,"Documentary,Short"
tt0000370,short,Scrooge; or Marley's Ghost,Scrooge; or Marley's Ghost,0,1901,\N,6,"Drama,Fantasy,Horror"
tt0000373,short,The Devil's Seven Castles,Les sept châteaux du diable,0,1902,\N,11,"Drama,Horror,Short"
tt0000377,short,Undressing Extraordinary,Undressing Extraordinary,0,1901,\N,3,"Comedy,Fantasy,Short"
tt0000381,short,Buffalo Bill's Wild West Show,Buffalo Bill's Wild West Show,0,1902,\N,\N,"News,Short"
tt0000384,short,Miss Dundee and Her Performing Dogs,Les chiens savants,0,1902,\N,3,"Documentary,Short"
tt0000385,short,Les clowns,Les clowns,0,1902,\N,\N,"Comedy,Short"
tt0000387,short,The Coronation of King Edward VII,The Coronation of Edward VII,0,1902,\N,4,"History,Short"
tt0000392,short,The Enchanted Cup,The Enchanted Cup,0,1903,\N,\N,"Fantasy,Short"
tt0000399,short,Jack and the Beanstalk,Jack and the Beanstalk,0,1902,\N,10,"Fantasy,Short"
tt0000402,short,Mother Goose Nursery Rhymes,Mother Goose Nursery Rhymes,0,1902,\N,\N,"Comedy,Short"
tt0000406,short,The Prince of Darkness,The Prince of Darkness,0,1900,\N,\N,"Horror,Short"
tt0000409,short,Midwife to the Upper Classes,Sage-femme de première classe,0,1902,\N,4,"Comedy,Short"
tt0000410,short,Demolishing and Building Up the Star Theatre,Demolishing and Building Up the Star Theatre,0,1901,\N,2,"Documentary,Short"
tt0000412,short,The Troublesome Fly,The Troublesome Fly,0,1900,\N,\N,"Comedy,Horror,Short"
tt0000413,short,The Devil's Money Bags,Les trésors de satan,0,1902,\N,3,"Comedy,Fantasy,Horror"
tt0000414,short,Uncle Josh at the Moving Picture Show,Uncle Josh at the Moving Picture Show,0,1902,\N,2,"Comedy,Short"
tt0000416,short,Alcohol and Its Victims,Les victimes de l'alcoolisme,0,1902,\N,4,"Drama,Short"
tt0000417,short,A Trip to the Moon,Le voyage dans la lune,0,1902,\N,13,"Action,Adventure,Comedy"
tt0000418,short,The Wild Man of Borneo,The Wild Man of Borneo,0,1902,\N,\N,"Drama,Short"
tt0000423,short,The Enchanted Box,La boîte à malice,0,1903,\N,1,"Fantasy,Short"
tt0000426,short,Buffalo Bill's Street Parade,Buffalo Bill's Street Parade,0,1903,\N,\N,"Documentary,Short"
tt0000430,short,A Chess Dispute,A Chess Dispute,0,1903,\N,1,"Comedy,Short"
tt0000432,short,How Monsieur Takes His Bath,Comment monsieur prend son bain,0,1903,\N,1,"Comedy,Short"
tt0000434,short,Dorothy's Dream,Dorothy's Dream,0,1903,\N,\N,"Fantasy,Short"
tt0000439,short,The Great Train Robbery,The Great Train Robbery,0,1903,\N,11,"Action,Adventure,Crime"
tt0000446,short,Kit Carson,Kit Carson,0,1903,\N,21,"Short,Western"
tt0000447,short,Life of an American Fireman,Life of an American Fireman,0,1903,\N,6,"Action,Short"
tt0000452,short,The Messenger Boy's Mistake,The Messenger Boy's Mistake,0,1903,\N,2,"Comedy,Romance,Short"
tt0000455,short,The Music Lover,Le mélomane,0,1903,\N,3,"Comedy,Music,Short"
tt0000460,short,The Pioneers,The Pioneers,0,1903,\N,15,"Short,Western"
tt0000465,short,The Kingdom of the Fairies,Le royaume des fées,0,1903,\N,16,"Adventure,Fantasy,Short"
tt0000469,short,The Sick Kitten,The Sick Kitten,0,1903,\N,1,"Comedy,Family,Short"
tt0000475,short,Voyage of the 'Arctic',The Adventurous Voyage of 'The Arctic',0,1903,\N,10,"Drama,Short"
tt0000478,short,Behind the Scenes,Behind the Scenes,0,1904,\N,\N,"Comedy,Short"
tt0000481,short,A Collier's Life,A Collier's Life,0,1904,\N,\N,Short
tt0000486,short,A Gentleman of France,A Gentleman of France,0,1905,\N,5,"Drama,Short"
tt0000487,short,The Great Train Robbery,The Great Train Robbery,0,1904,\N,8,"Short,Western"
tt0000488,short,The Land Beyond the Sunset,The Land Beyond the Sunset,0,1912,\N,14,"Drama,Fantasy,Short"
tt0000491,short,Opening the Williamsburg Bridge,Opening the Williamsburg Bridge,0,1904,\N,1,"News,Short"
tt0000495,short,The Pearl Fisher,Le pêcheur de perles,0,1907,\N,12,"Fantasy,Short"
tt0000496,short,Railroad Smashup,Railroad Smashup,0,1904,\N,1,"Action,Short"
tt0000498,short,Rescued by Rover,Rescued by Rover,0,1905,\N,7,"Crime,Drama,Family"
tt0000499,short,The Impossible Voyage,Le voyage à travers l'impossible,0,1904,\N,24,"Action,Adventure,Family"
tt0000500,short,The Abductors,The Abductors,0,1905,\N,\N,Short
tt0000501,short,Adventures of Sherlock Holmes,Adventures of Sherlock Holmes,0,1905,\N,\N,"Crime,Drama,Mystery"
tt0000505,short,The Wig Chase,La course à la perruque,0,1906,\N,6,"Comedy,Short"
tt0000506,short,The Effects of Too Much Scotch,"D.T.'s, or the Effect of Drink",0,1905,\N,\N,"Drama,Short"
tt0000507,short,Departure of Peary and the Roosevelt from New York,Departure of Peary and the Roosevelt from New York,0,1905,\N,4,"News,Short"
tt0000509,short,The Inexperienced Chauffeur,Les débuts d'un chauffeur,0,1906,\N,3,"Comedy,Short"
tt0000512,short,Funeral of Hiram Cronk,Funeral of Hiram Cronk,0,1905,\N,4,"Documentary,News,Short"
tt0000516,short,The Electric Hotel,El hotel eléctrico,0,1908,\N,8,"Animation,Fantasy,Sci-Fi"
tt0000519,short,The Kleptomaniac,The Kleptomaniac,0,1905,\N,8,"Crime,Drama,Short"
tt0000520,short,The Life of Charles Peace,The Life of Charles Peace,0,1905,\N,14,"Biography,Crime,Short"
tt0000521,short,The Little Train Robbery,The Little Train Robbery,0,1905,\N,12,"Action,Crime,Family"
tt0000522,short,The Moonshiners,The Moonshiners,0,1905,\N,\N,"Action,Drama,Short"
tt0000523,short,Moose Hunting in Newfoundland,Moose Hunting in Newfoundland,0,1905,\N,\N,"Documentary,Short"
tt0000524,short,New York Subway,New York Subway,0,1905,\N,6,"Documentary,Short"
tt0000525,short,Hanging at Jefferson City,Pendaison à Jefferson City,0,1910,\N,7,"Short,Western"
tt0000528,short,"Raffles, the Amateur Cracksman","Raffles, the Amateur Cracksman",0,1905,\N,15,"Adventure,Romance,Short"
tt0000529,short,Reuben in the Opium Joint,Reuben in the Opium Joint,0,1905,\N,\N,"Comedy,Short"
tt0000533,short,The Wooing and Wedding of a Coon,The Wooing and Wedding of a Coon,0,1907,\N,\N,"Comedy,Short"
tt0000534,short,The '?' Motorist,The '?' Motorist,0,1906,\N,3,"Comedy,Fantasy,Sci-Fi"
tt0000535,short,The Anarchist's Mother-in-Law,Anarkistens svigermor,0,1906,\N,4,"Comedy,Short"
tt0000537,short,"Arrival of Immigrants, Ellis Island","Arrival of Immigrants, Ellis Island",0,1906,\N,4,"Documentary,Short"
tt0000544,short,The Dancer's Dream,The Dancer's Dream,0,1906,\N,\N,Short
tt0000545,short,Dream of a Racetrack Fiend,Dream of a Racetrack Fiend,0,1906,\N,\N,"Comedy,Short"
tt0000546,short,Dream of a Rarebit Fiend,Dream of a Rarebit Fiend,0,1906,\N,7,"Comedy,Fantasy,Short"
tt0000552,short,The Hand of the Artist,The Hand of the Artist,0,1907,\N,2,"Animation,Short"
tt0000553,short,The Haunted Hotel,The Haunted Hotel,0,1907,\N,5,"Comedy,Fantasy,Horror"
tt0000554,short,Humorous Phases of Funny Faces,Humorous Phases of Funny Faces,0,1906,\N,3,"Animation,Comedy,Family"
tt0000561,short,The Life of a Cowboy,The Life of a Cowboy,0,1906,\N,13,"Short,Western"
tt0000564,short,A Modern Oliver Twist,A Modern Oliver Twist,0,1906,\N,\N,"Drama,Short"
tt0000565,short,The Night Before Christmas,The Night Before Christmas,0,1905,\N,9,"Animation,Family,Fantasy"
tt0000567,short,The 400 Tricks of the Devil,Les quatre cents farces du diable,0,1906,\N,17,"Fantasy,Horror,Short"
tt0000571,short,The San Francisco Earthquake,The San Francisco Earthquake,0,1906,\N,14,"Documentary,History,Short"
tt0000574,movie,The Story of the Kelly Gang,The Story of the Kelly Gang,0,1906,\N,70,"Action,Adventure,Biography"
tt0000575,short,"20,000 Leagues Under the Sea",20000 lieues sous les mers,0,1907,\N,10,"Adventure,Fantasy,Sci-Fi"
tt0000576,short,Ali Baba and the Forty Thieves,Ali Baba et les quarante voleurs,0,1907,\N,13,"Drama,Fantasy,Short"
tt0000577,short,"Angelo, Tyrant of Padua","Angelo, Tyran fra Padua",0,1907,\N,\N,"Drama,Short"
tt0000578,short,"An Awful Skate; or, the Hobo on Rollers","An Awful Skate; or, The Hobo on Rollers",0,1907,\N,\N,"Comedy,Family,Short"
tt0000579,short,The Bandit Makes Good,The Bandit Makes Good,0,1908,\N,\N,"Short,Western"
tt0000583,short,The Lady with the Camellias,Kameliadamen,0,1907,\N,14,"Drama,Romance,Short"
tt0000591,movie,The Prodigal Son,L'enfant prodigue,0,1907,\N,90,Drama
tt0000594,short,The Flight from the Seraglio,Flugten fra seraillet,0,1907,\N,9,"Drama,Short"
tt0000595,short,From the Rococo Times,Rosen,0,1908,\N,9,"Drama,Short"
tt0000597,short,The Magic Mirror,Les glaces merveilleuses,0,1907,\N,7,Short
tt0000602,short,Lion Hunting,Løvejagten,0,1907,\N,10,"Adventure,Drama,Short"
tt0000603,short,The Magic Fountain Pen,The Magic Fountain Pen,0,1909,\N,\N,"Animation,Short"
tt0000609,short,Othello,Otello,0,1906,\N,\N,"Drama,Music,Romance"
tt0000610,short,Othello,Othello,0,1907,\N,\N,"Drama,Romance,Short"
tt0000611,short,In the Sultan's Power,In the Sultan's Power,0,1909,\N,\N,"Adventure,Short"
tt0000614,short,The Red Spectre,Le spectre rouge,0,1907,\N,9,"Fantasy,Horror,Short"
tt0000617,short,The Robber's Sweetheart,Røverens brud,0,1907,\N,12,"Drama,Short"
tt0000619,short,Stalking and Shooting Caribou in Newfoundland,Stalking and Shooting Caribou in Newfoundland,0,1907,\N,\N,"Documentary,Short"
tt0000620,short,The Will,Testamentet,0,1908,\N,\N,"Drama,Short"
tt0000621,short,That Fatal Sneeze,That Fatal Sneeze,0,1907,\N,6,"Comedy,Fantasy,Short"
tt0000623,short,The Magic Bag,Tryllesækken,0,1907,\N,4,"Comedy,Short"
tt0000624,short,The Ugly Duckling,The Ugly Duckling,0,1907,\N,\N,Short
tt0000628,short,The Adventures of Dollie,Adventures of Dollie,0,1908,\N,12,"Action,Short"
tt0000629,short,After Many Years,After Many Years,0,1908,\N,17,"Drama,Short"
tt0000633,short,The Anarchist's Sweetheart,The Anarchist's Sweetheart,0,1908,\N,\N,"Drama,Short"
tt0000634,short,Antony and Cleopatra,Antony and Cleopatra,0,1908,\N,\N,"Drama,History,Romance"
tt0000637,short,The Assassination of the Duke de Guise,L'assassinat du duc de Guise,0,1908,\N,15,"Drama,History,Short"
tt0000638,short,At the Crossroads of Life,At the Crossroads of Life,0,1908,\N,9,"Drama,Short"
tt0000639,short,At the French Ball,At the French Ball,0,1908,\N,7,"Comedy,Short"
tt0000640,short,An Awful Moment,An Awful Moment,0,1908,\N,12,"Drama,Short"
tt0000641,short,Balked at the Altar,Balked at the Altar,0,1908,\N,12,"Comedy,Short"
tt0000642,short,The Bandit's Waterloo,The Bandit's Waterloo,0,1908,\N,12,"Action,Short"
tt0000643,short,Barbara Fritchie: The Story of a Patriotic American Woman,Barbara Fritchie: The Story of a Patriotic American Woman,0,1908,\N,\N,"Drama,History,Short"
tt0000644,short,Behind the Scenes,Behind the Scenes,0,1908,\N,9,"Drama,Short"
tt0000645,short,Betrayed by a Handprint,Betrayed by a Handprint,0,1908,\N,9,"Crime,Short"
tt0000648,short,The Black Viper,The Black Viper,0,1908,\N,10,"Drama,Short"
tt0000650,short,The Boston Tea Party,The Boston Tea Party,0,1908,\N,\N,"Drama,History,Short"
tt0000651,short,"The Boy Detective, or the Abductors Foiled","The Boy Detective, or The Abductors Foiled",0,1908,\N,5,"Comedy,Drama,Short"
tt0000654,short,The Call of the Wild,The Call of the Wild,0,1908,\N,16,"Action,Short"
tt0000658,short,The Puppet's Nightmare,Le cauchemar de Fantoche,0,1908,\N,2,"Animation,Short"
tt0000659,short,Caught by Wireless,Caught by Wireless,0,1908,\N,10,"Drama,Short"
tt0000660,short,The Christmas Burglars,The Christmas Burglars,0,1908,\N,11,"Comedy,Short"
tt0000661,short,Humanity Through the Ages,La civilisation à travers les âges,0,1908,\N,\N,Short
tt0000662,short,Classmates,Classmates,0,1908,\N,12,"Drama,Romance,Short"
tt0000663,short,The Clubman and the Tramp,The Clubman and the Tramp,0,1908,\N,17,"Comedy,Short"
